sample_id,region,latitude,longitude,month,sea_surface_temperature_c,temperature_anomaly_c,wind_speed_kmh,wave_height_m,humidity_percent,pressure_hpa,cloud_coverage_percent,chlorophyll_index,current_speed_ms,ocean_risk_level
OM-0201,Índico Oeste,-9.117,70.6737,4,32.74,0.53,21.69,3.73,78.94,1006.16,74.45,0.858,0.891,alto
OM-0202,Pacífico Equatorial,4.3521,-90.5075,3,32.76,1.68,19.88,1.22,91.29,1008.13,92.21,0.835,0.362,critico
OM-0203,Índico Oeste,-8.7363,47.0223,1,31.74,0.95,24.49,2.63,81.83,1003.44,84.93,1.379,1.002,alto
OM-0204,Pacífico Equatorial,-4.4044,-141.1373,12,32.2,-0.17,37.78,1.37,59.28,1021.99,45.16,0.913,0.475,moderado
OM-0205,Costa Nordeste,-1.2118,-38.447,11,31.64,2.64,21.93,1.48,77.64,997.21,55.61,0.985,0.39,critico
OM-0206,Costa Nordeste,-7.8675,-44.973,12,31.53,0.32,25.45,2.47,57.97,995.39,70.18,0.781,0.05,moderado
OM-0207,Costa Nordeste,-6.026,-43.8329,6,32.32,0.54,36.95,3.47,62.61,990.97,40.24,0.968,0.624,critico
OM-0208,Pacífico Equatorial,2.8702,-106.7752,1,29.53,1.56,35.4,2.56,66.91,1011.38,81.48,1.259,0.816,alto
OM-0209,Pacífico Sul,-33.2325,-129.3841,1,24.71,1.36,31.53,3.13,64.49,1014.85,15.12,0.714,0.886,alto
OM-0210,Atlântico Norte,36.7968,-27.7297,7,25.67,0.41,25.77,2.81,77.79,1012.93,46.84,0.244,0.566,baixo
OM-0211,Pacífico Equatorial,-2.026,-144.245,7,28.93,1.35,18.56,2.83,68.89,996.14,62.31,1.049,0.69,alto
OM-0212,Atlântico Sul,-20.5286,-47.4919,7,25.5,0.95,18.62,1.93,69.24,1013.71,61.75,1.025,0.365,moderado
OM-0213,Pacífico Equatorial,0.6425,-140.9322,12,30.15,0.27,0,1.29,65.26,1005.35,77.81,0.21,0.244,moderado
OM-0214,Índico Oeste,-7.8186,49.4257,5,34.32,1.52,5.1,2.21,80.69,995.32,55.1,0.844,0.567,critico
OM-0215,Costa Nordeste,1.666,-32.8731,3,32.51,0.7,29.62,3.96,84.05,1015.86,45.35,1.467,0.686,alto
OM-0216,Atlântico Norte,21.9206,-50.4324,5,26.38,2.33,14.13,2.05,80.33,1008.54,39.8,0.865,0.665,alto
OM-0217,Atlântico Sul,-18.7463,-48.4356,5,30.7,-0.77,18.39,3.05,65.82,1006.33,62.28,1.159,0.324,baixo
OM-0218,Índico Oeste,-23.8365,75.583,6,28.46,0.33,21.88,3.08,66.68,1021.67,40.52,1.554,0.843,baixo
OM-0219,Costa Nordeste,-8.3874,-30.3867,8,30.56,-0.18,18.03,1.98,55.35,1016.79,31.43,1.054,0.309,baixo
OM-0220,Atlântico Sul,-19.6946,-44.6668,5,28.73,-0.29,8.33,1.73,85.41,1027.61,58.98,0.931,0.615,baixo
OM-0221,Pacífico Equatorial,2.0463,-133.5614,8,28.7,1.6,17.46,3.27,84.89,1022.52,46.69,0.8,0.888,alto
OM-0222,Pacífico Sul,-15.0739,-161.8647,1,27.46,0.95,44.1,2.9,66.96,992.66,56.15,1.322,1.027,alto
OM-0223,Pacífico Sul,-39.7331,-87.9636,11,24.96,2.03,9.5,1.42,72.35,992.75,56.56,1.883,0.686,alto
OM-0224,Costa Nordeste,-4.3996,-34.8421,10,29.35,0.85,14.48,1.18,65.84,1017.36,43.94,0.689,0.58,moderado
OM-0225,Pacífico Equatorial,1.4059,-98.3105,5,30.39,-1.24,22.83,2.82,76.21,1014.14,76.49,0.231,0.41,baixo
OM-0226,Costa Nordeste,-1.3446,-35.169,5,31.97,1.54,41.91,3.52,70.16,1000.09,59.38,0.704,0.198,critico
OM-0227,Pacífico Sul,-29.2451,-142.9825,3,27.36,-0.95,23.43,2.34,75.01,1026.72,53.59,0.546,0.471,baixo
OM-0228,Atlântico Sul,-25.5549,-40.4837,5,23.84,1.5,16.91,2.16,78.45,1008.48,43.51,0.586,0.353,moderado
OM-0229,Costa Nordeste,-3.9943,-31.9875,7,29.78,0.43,41.51,4.77,59.77,1027.11,100,0.118,0.998,critico
OM-0230,Costa Nordeste,-0.6527,-37.6863,11,31.0,2.17,32.85,4.35,70.79,1000.3,72.69,0.381,0.851,critico
OM-0231,Índico Oeste,-12.8982,78.6131,7,29.48,0.63,43.97,2.66,76.53,993.07,61.0,0.88,0.565,alto
OM-0232,Pacífico Equatorial,-1.8791,-143.8375,9,29.35,0.31,20.46,2.92,74.13,996.3,33.23,1.55,0.825,moderado
OM-0233,Índico Oeste,-14.2225,47.537,7,28.85,0.68,24.54,2.71,70.88,1006.83,48.91,0.193,0.333,moderado
OM-0234,Atlântico Norte,28.694,-34.3646,1,24.08,1.45,17.88,2.92,65.15,1003.43,79.97,1.48,0.451,alto
OM-0235,Pacífico Sul,-36.9706,-123.1722,10,23.29,0.3,35.49,3.47,79.63,1009.06,69.64,1.001,0.684,moderado
OM-0236,Atlântico Norte,39.1936,-48.5247,7,24.9,0.84,30.64,4.36,75.64,1006.3,37.06,0.133,0.858,moderado
OM-0237,Costa Nordeste,1.3934,-33.3071,2,31.51,0.19,26.1,4.57,72.81,1017.34,67.72,0.968,0.88,alto
OM-0238,Pacífico Sul,-30.6188,-103.5314,2,27.1,0.27,17.44,1.77,95.64,995.05,56.33,1.478,0.379,moderado
OM-0239,Atlântico Sul,-21.9844,7.5501,5,29.98,-0.58,1.88,2.3,78.66,1017.04,45.29,0.02,0.63,baixo
OM-0240,Atlântico Norte,24.4802,-35.8634,8,27.89,1.4,41.14,3.42,90.22,982.44,97.86,1.626,0.816,critico
OM-0241,Atlântico Sul,-28.7333,-12.4267,1,24.49,-0.7,8.46,1.35,90.74,1010.28,41.71,1.214,0.483,baixo
OM-0242,Pacífico Sul,-18.2004,-126.6263,11,26.43,-0.19,0,0.91,89.52,1016.73,81.26,1.448,0.797,baixo
OM-0243,Atlântico Sul,-14.9714,-34.1588,6,28.98,0.55,17.33,1.77,77.04,1018.24,66.33,0.452,0.708,baixo
OM-0244,Atlântico Sul,-10.3866,-6.5595,1,28.99,1.16,29.84,2.84,64.98,997.59,50.56,1.388,0.692,alto
OM-0245,Pacífico Equatorial,-1.3666,-146.7435,4,32.8,-0.07,8.94,1.28,68.83,1018.28,81.45,1.137,0.748,alto
OM-0246,Pacífico Sul,-11.067,-143.7215,9,26.56,0.9,6.16,2.16,75.52,1000.05,59.55,1.173,0.913,moderado
OM-0247,Costa Nordeste,-4.5154,-33.2787,12,29.34,3.78,30.92,3.21,84.6,993.55,50.73,1.001,0.633,critico
OM-0248,Pacífico Sul,-38.5429,-85.8223,10,22.38,0.71,29.95,3.56,75.36,1001.4,36.51,1.238,0.847,moderado
OM-0249,Índico Oeste,-12.4401,64.3597,12,27.47,-0.12,32.44,2.46,82.9,1014.27,45.67,0.168,0.455,baixo
OM-0250,Pacífico Equatorial,2.1187,-93.8693,11,30.13,1.2,16.87,1.03,86.58,1017.55,76.41,0.906,0.158,alto
OM-0251,Pacífico Sul,-36.5378,-138.2986,8,21.91,-0.47,10.89,0.58,55.97,1007.41,48.4,0.83,0.671,baixo
OM-0252,Atlântico Sul,-16.5949,-42.0063,3,30.85,1.55,28.08,2.43,66.89,1002.53,32.11,1.148,0.426,alto
OM-0253,Costa Nordeste,-1.091,-36.5809,4,30.06,0.49,22.38,2.26,68.36,1013.99,65.15,0.268,0.644,moderado
OM-0254,Pacífico Sul,-32.4598,-114.1494,8,25.67,-1.14,8.53,0.72,62.98,1009.46,59.19,0.02,0.443,baixo
OM-0255,Pacífico Sul,-37.7659,-83.3772,12,23.24,0.52,18.62,2.23,69.37,1004.68,40.72,1.413,0.643,moderado
OM-0256,Pacífico Equatorial,0.9688,-103.5803,11,28.64,-0.28,12.71,1.7,77.86,1002.96,58.19,1.05,0.805,baixo
OM-0257,Índico Oeste,-8.7076,56.1367,6,31.75,1.21,21.14,2.98,76.21,995.34,100,0.93,0.632,critico
OM-0258,Pacífico Sul,-29.6198,-148.3687,11,22.7,-0.22,17.72,1.59,96.8,998.86,37.96,1.128,0.417,baixo
OM-0259,Pacífico Equatorial,0.1431,-119.4759,8,32.87,1.12,1.13,1.86,88.41,1029.14,60.16,0.923,0.885,critico
OM-0260,Costa Nordeste,0.3794,-38.6369,2,32.22,2.23,28.1,2.31,77.58,1000.15,63.65,0.986,0.551,critico
OM-0261,Atlântico Sul,-28.9146,-3.376,9,25.97,1.32,16.79,2.93,68.8,1011.29,52.1,1.086,0.995,moderado
OM-0262,Atlântico Sul,-14.8808,-16.9355,12,28.05,-0.09,17.96,3.22,69.62,1004.95,74.4,0.626,0.639,baixo
OM-0263,Costa Nordeste,-3.5984,-42.9543,7,31.68,-1.08,13.17,1.37,95.67,996.96,76.39,0.372,0.554,baixo
OM-0264,Atlântico Norte,14.2412,-67.4936,10,25.58,-0.04,16.29,3.25,83.55,1004.93,30.34,1.101,0.465,baixo
OM-0265,Costa Nordeste,-2.5974,-41.2089,2,32.5,2.07,42.0,2.11,87.12,1001.21,48.98,0.946,0.659,critico
OM-0266,Pacífico Sul,-22.5821,-84.3614,6,29.81,3.41,39.32,3.32,62.82,1003.07,58.09,1.708,0.398,critico
OM-0267,Pacífico Equatorial,4.5866,-139.8816,6,31.62,1.24,8.08,2.76,86.8,1019.24,80.62,0.639,0.453,critico
OM-0268,Atlântico Norte,13.265,-31.2669,2,29.89,0.86,22.85,4.02,79.51,1008.5,86.37,0.959,0.975,alto
OM-0269,Índico Oeste,-1.924,48.5104,1,29.58,0.24,5.71,2.13,71.27,1015.44,61.61,0.185,0.486,moderado
OM-0270,Atlântico Norte,12.7166,-48.1681,1,26.79,-0.89,14.79,1.62,65.17,1010.69,74.3,1.68,0.178,baixo
OM-0271,Pacífico Sul,-18.0399,-85.4742,1,28.27,3.14,37.98,3.7,83.92,995.36,46.35,1.26,1.307,critico
OM-0272,Pacífico Equatorial,-3.9677,-91.8935,11,31.05,-0.9,13.36,1.74,70.57,1004.74,28.14,0.176,0.295,baixo
OM-0273,Costa Nordeste,-3.8035,-39.7065,6,30.23,0.69,18.59,2.4,78.03,1010.95,50.03,0.666,0.661,alto
OM-0274,Pacífico Sul,-15.4913,-110.5001,7,28.72,-0.73,12.99,1.95,86.02,1025.97,61.44,0.817,0.415,baixo
OM-0275,Pacífico Sul,-24.6207,-89.8282,3,29.91,0.84,37.58,2.74,74.21,1004.01,53.33,0.323,0.565,alto
OM-0276,Índico Oeste,-6.8042,58.8565,8,31.48,2.09,33.39,1.93,82.09,1014.84,62.45,1.69,0.395,critico
OM-0277,Atlântico Norte,12.0653,-47.3073,3,29.67,0.98,14.51,2.34,78.66,1011.13,30.69,1.001,0.991,alto
OM-0278,Atlântico Norte,32.5715,-64.4086,11,25.08,1.49,40.26,2.49,68.81,994.16,56.8,1.066,0.397,alto
OM-0279,Índico Oeste,-1.3133,55.2495,10,30.68,-1.25,8.9,1.3,75.52,1028.5,59.1,0.71,0.26,baixo
OM-0280,Pacífico Equatorial,-3.1098,-107.4511,1,30.47,2.3,25.59,2.44,72.24,1007.53,55.3,0.827,0.733,critico
OM-0281,Pacífico Equatorial,1.1188,-90.4921,7,31.04,-0.33,11.46,2.02,68.8,1008.61,46.96,1.144,0.438,baixo
OM-0282,Pacífico Sul,-36.4274,-149.3206,12,24.92,0.47,27.45,1.38,64.54,997.96,77.25,0.984,0.222,baixo
OM-0283,Costa Nordeste,-4.34,-35.9963,2,32.38,1.9,6.14,3.69,66.85,1000.11,55.55,0.504,1.071,critico
OM-0284,Pacífico Sul,-25.1689,-169.0361,11,25.28,0.14,24.96,1.63,71.6,996.18,46.76,0.481,0.149,baixo
OM-0285,Atlântico Sul,-10.0637,-4.3213,6,28.01,-0.2,36.91,2.81,87.04,1001.34,53.04,0.294,0.39,baixo
OM-0286,Pacífico Equatorial,-2.737,-92.2166,8,31.82,0.1,18.33,2.43,83.5,1012.36,95.39,0.576,1.064,moderado
OM-0287,Atlântico Norte,17.5042,-43.4339,7,26.1,0.0,32.77,2.45,63.11,1010.0,65.26,0.834,0.895,baixo
OM-0288,Costa Nordeste,-1.877,-41.551,6,30.65,1.04,22.74,2.09,73.66,1015.34,60.05,0.559,0.407,alto
OM-0289,Pacífico Equatorial,-1.4646,-96.341,5,32.85,1.96,33.88,4.22,76.71,1009.67,62.81,1.322,0.903,critico
OM-0290,Pacífico Equatorial,-3.44,-143.5986,2,30.8,-0.59,21.36,1.29,87.07,1012.68,37.11,0.48,1.045,baixo
OM-0291,Pacífico Equatorial,-0.0919,-90.9363,9,29.8,1.23,42.57,3.64,63.64,1004.69,37.45,0.941,0.572,alto
OM-0292,Atlântico Sul,-16.0351,-25.0954,12,29.19,0.67,31.65,3.16,80.16,1001.49,58.3,1.196,0.83,moderado
OM-0293,Costa Nordeste,-4.0148,-41.842,12,30.42,-0.26,8.83,2.17,91.09,1009.41,71.43,0.212,0.664,baixo
OM-0294,Índico Oeste,-19.1181,72.0015,12,28.68,3.61,52.29,4.06,60.12,995.39,72.57,0.904,0.354,critico
OM-0295,Índico Oeste,-22.0308,46.5337,4,29.73,-0.34,12.39,2.16,67.77,1019.67,69.25,0.672,0.684,baixo
OM-0296,Pacífico Sul,-11.1065,-152.0938,10,25.92,-0.3,19.17,2.78,58.77,1008.71,44.2,0.853,0.378,baixo
OM-0297,Costa Nordeste,0.4191,-35.3913,6,30.14,1.18,28.94,2.67,71.19,1011.78,40.59,0.426,0.386,alto
OM-0298,Índico Oeste,-1.5708,77.5508,12,27.74,-0.61,21.03,2.29,73.95,996.94,85.45,0.573,0.697,baixo
OM-0299,Atlântico Sul,-28.0889,5.8916,8,24.14,0.54,24.01,2.23,75.55,1012.54,32.7,0.176,0.493,moderado
OM-0300,Pacífico Equatorial,-0.5684,-142.4153,9,30.11,0.42,28.92,2.15,49.14,1010.48,37.06,0.769,0.05,moderado
OM-0301,Pacífico Sul,-23.8214,-116.8252,8,26.24,-0.34,6.85,1.66,72.62,1019.38,16.01,0.622,0.31,baixo
OM-0302,Pacífico Equatorial,-3.4428,-149.3667,9,30.89,-1.0,17.73,1.97,97.39,1001.09,52.65,0.808,0.36,baixo
OM-0303,Costa Nordeste,-0.4388,-36.7768,4,30.89,1.21,34.1,3.95,68.5,1010.08,58.23,1.363,0.676,critico
OM-0304,Atlântico Norte,34.2272,-28.9216,5,25.16,-0.29,22.56,2.52,79.16,1012.49,32.5,0.922,0.487,baixo
OM-0305,Pacífico Equatorial,-4.806,-147.0221,9,33.14,0.93,32.4,3.39,80.34,1005.47,76.12,0.938,0.235,critico
OM-0306,Índico Oeste,4.9389,58.5474,1,29.88,2.12,44.58,3.92,86.16,1005.48,81.4,1.772,0.838,critico
OM-0307,Atlântico Sul,-10.508,-8.5456,7,28.17,-0.36,31.77,2.68,77.6,997.14,79.92,0.749,0.494,baixo
OM-0308,Pacífico Equatorial,-3.4139,-106.3058,12,31.74,0.18,18.25,1.91,91.18,997.23,61.57,1.014,0.397,moderado
OM-0309,Costa Nordeste,-0.4673,-36.2295,7,31.04,2.58,16.43,2.96,73.01,1007.19,71.55,1.256,0.173,critico
OM-0310,Pacífico Sul,-38.1984,-138.0034,3,25.4,0.41,40.73,2.82,76.76,988.81,44.79,0.947,0.503,moderado
OM-0311,Costa Nordeste,-6.9916,-44.4077,12,29.47,0.89,27.04,3.11,66.65,1018.12,51.97,1.652,0.879,moderado
OM-0312,Atlântico Sul,-19.3773,-25.79,5,27.76,0.34,6.78,1.94,86.31,1001.9,39.21,1.261,0.508,baixo
OM-0313,Atlântico Norte,34.5715,-58.6078,11,22.44,0.62,17.55,3.26,85.36,1015.14,98.44,1.183,0.961,moderado
OM-0314,Costa Nordeste,-8.7153,-42.1258,1,28.94,-0.14,6.24,1.67,75.64,1019.93,49.16,0.705,0.688,baixo
OM-0315,Índico Oeste,2.8521,73.2831,8,30.53,0.3,32.49,2.43,65.32,1016.89,63.71,0.554,0.664,moderado
OM-0316,Pacífico Equatorial,-4.2206,-137.046,9,31.54,1.43,30.82,3.73,76.11,1017.13,77.94,1.571,0.535,critico
OM-0317,Pacífico Sul,-22.7031,-109.2957,12,26.14,0.25,15.35,2.57,95.6,1035,41.12,0.96,0.271,moderado
OM-0318,Pacífico Equatorial,3.4485,-125.2594,11,28.21,1.21,19.24,2.36,78.25,986.25,60.14,1.967,0.33,alto
OM-0319,Pacífico Sul,-38.9601,-144.3966,1,21.22,0.29,20.65,2.83,77.29,1006.85,72.43,0.284,0.54,moderado
OM-0320,Atlântico Norte,27.12,-35.7033,2,26.69,2.31,22.6,2.67,77.64,1000.32,26.14,1.604,0.544,alto
OM-0321,Índico Oeste,-19.8129,73.0282,12,26.75,0.91,42.4,3.43,63.2,1014.44,75.61,0.739,0.816,moderado
OM-0322,Atlântico Sul,-12.6043,-40.2634,11,28.57,-1.08,16.52,1.73,67.33,1010.47,32.82,0.659,0.49,baixo
OM-0323,Pacífico Sul,-18.0526,-134.6406,8,27.43,1.03,26.36,2.32,70.14,1014.76,58.81,0.419,0.546,moderado
OM-0324,Índico Oeste,-1.7852,45.215,3,31.25,0.67,12.45,1.83,88.19,1008.59,61.75,1.195,0.198,alto
OM-0325,Atlântico Norte,12.6878,-29.6951,7,27.48,1.04,15.52,1.41,80.51,1014.89,78.46,0.275,0.328,moderado
OM-0326,Costa Nordeste,-7.6038,-39.3927,12,30.75,2.58,47.79,3.08,76.71,998.32,63.12,0.927,0.553,critico
OM-0327,Costa Nordeste,-1.1198,-41.8219,9,29.04,0.5,22.8,2.09,75.39,1005.94,30.15,0.566,0.702,moderado
OM-0328,Pacífico Equatorial,-2.993,-108.2084,5,33.69,2.57,27.11,4.47,65.3,987.59,100,1.205,0.567,critico
OM-0329,Índico Oeste,-9.7438,68.3876,6,29.99,2.0,40.53,3.17,75.33,999.44,80.85,0.879,0.196,critico
OM-0330,Atlântico Sul,-23.0644,-32.1256,11,25.67,3.43,31.71,3.71,75.52,1009.28,100,1.211,1.208,critico
OM-0331,Costa Nordeste,-8.1795,-31.5424,11,31.22,1.71,18.24,1.37,71.96,997.23,41.81,0.818,0.388,critico
OM-0332,Índico Oeste,-8.733,48.2703,3,30.45,-0.07,31.68,3.4,93.63,995.65,15.19,1.173,0.666,moderado
OM-0333,Atlântico Norte,37.5134,-50.9502,9,22.09,0.3,25.91,2.18,84.61,1008.96,100,0.664,0.423,moderado
OM-0334,Pacífico Sul,-12.0025,-145.3583,4,29.8,0.96,18.86,2.12,69.39,1004.59,62.99,1.521,0.314,alto
OM-0335,Índico Oeste,-20.9774,73.8455,8,27.13,-0.25,15.83,2.11,76.89,1012.28,55.9,0.731,0.523,baixo
OM-0336,Pacífico Sul,-19.8598,-151.745,4,31.71,1.43,34.08,2.43,70.99,1012.9,61.83,1.379,0.965,critico
OM-0337,Índico Oeste,-3.394,55.766,12,29.06,0.11,21.54,2.16,84.54,1014.85,90.58,0.244,0.566,moderado
OM-0338,Pacífico Sul,-38.8225,-135.1342,11,24.72,0.46,36.28,2.05,74.65,1010.92,44.46,1.718,0.353,baixo
OM-0339,Índico Oeste,-0.1032,58.0679,12,29.64,0.6,33.7,2.27,69.08,1010.7,81.65,0.94,0.987,moderado
OM-0340,Índico Oeste,-22.2946,52.963,11,28.75,-0.28,24.66,2.57,66.98,1011.54,32.49,0.741,0.655,baixo
OM-0341,Costa Nordeste,-5.4559,-39.2909,3,33.36,-0.01,33.81,3.81,82.82,1019.75,40.82,0.967,0.672,alto
OM-0342,Pacífico Sul,-34.5791,-89.1312,4,28.24,2.33,10.84,2.6,66.92,999.12,71.03,1.654,0.321,critico
OM-0343,Atlântico Norte,28.0031,-55.3172,9,23.66,1.85,29.22,3.43,84.72,1006.75,68.55,1.103,0.322,alto
OM-0344,Pacífico Equatorial,4.2038,-147.0581,7,31.71,0.58,15.5,1.37,64.45,1003.44,92.76,0.73,0.475,alto
OM-0345,Pacífico Equatorial,-1.7718,-96.1482,2,31.72,0.53,37.85,3.88,71.07,1013.44,61.54,1.129,0.948,alto
OM-0346,Pacífico Sul,-24.1316,-162.1097,12,26.35,-1.34,14.8,2.72,71.05,1022.51,70.83,0.788,0.807,baixo
OM-0347,Atlântico Norte,31.8755,-40.1355,3,26.69,0.16,24.23,2.76,58.58,1011.56,53.26,0.548,0.394,baixo
OM-0348,Atlântico Sul,-23.3242,-18.573,11,27.36,1.85,27.45,3.21,72.07,1014.99,64.37,0.827,0.485,alto
OM-0349,Atlântico Norte,28.4798,-68.253,3,26.82,2.2,17.36,2.85,81.27,1006.07,79.68,1.432,0.945,alto
OM-0350,Índico Oeste,-1.4803,56.5581,12,31.77,0.98,19.38,1.7,89.03,1008.53,38.2,1.693,0.561,alto
OM-0351,Costa Nordeste,-6.6345,-44.5324,7,29.38,-0.63,9.76,2.42,87.0,1000.51,50.21,0.466,0.824,baixo
OM-0352,Índico Oeste,1.3115,54.8633,5,32.25,3.45,36.18,2.07,73.89,1000.38,44.11,1.265,0.762,critico
OM-0353,Pacífico Sul,-13.7836,-142.0677,6,30.11,2.03,41.99,3.01,86.79,1012.35,32.47,1.203,0.578,critico
OM-0354,Atlântico Sul,-16.259,-16.3713,2,27.34,4.31,34.86,3.62,76.76,985.33,77.42,1.576,0.561,critico
OM-0355,Índico Oeste,-4.8663,50.9062,3,32.01,0.76,17.49,2.35,70.84,1014.23,80.28,1.376,0.528,alto
OM-0356,Atlântico Sul,-23.7724,2.9958,9,26.37,0.76,22.16,2.23,85.95,1010.29,73.74,1.378,0.164,baixo
OM-0357,Pacífico Sul,-26.6249,-137.9938,6,26.38,-0.7,0,1.13,76.4,1003.32,80.91,1.339,0.753,baixo
OM-0358,Índico Oeste,-15.6882,65.7767,8,24.54,3.26,31.29,4.07,85.08,1019.15,49.66,1.886,0.523,critico
OM-0359,Atlântico Sul,-20.4933,-32.1563,8,27.95,-0.0,11.36,1.65,62.87,1018.26,76.35,1.117,0.724,baixo
OM-0360,Índico Oeste,-12.9755,56.5377,10,26.83,1.13,31.64,3.08,72.34,996.02,88.62,0.871,0.393,alto
OM-0361,Costa Nordeste,-2.0487,-43.8316,12,29.16,0.13,10.02,2.23,78.72,1005.19,65.38,0.774,0.917,moderado
OM-0362,Índico Oeste,-15.1778,65.7996,1,29.86,1.49,38.15,2.59,81.63,1003.3,79.25,1.376,0.327,critico
OM-0363,Costa Nordeste,-7.5321,-31.8386,5,29.64,-0.25,31.26,2.27,85.13,1006.91,59.15,0.827,0.817,baixo
OM-0364,Costa Nordeste,0.2301,-44.0638,9,30.01,0.59,28.56,2.62,75.49,1008.75,31.97,1.093,0.302,moderado
OM-0365,Índico Oeste,-13.553,61.8048,11,27.26,1.04,30.34,2.27,68.84,1009.07,67.42,0.776,0.924,moderado
OM-0366,Costa Nordeste,-1.3439,-37.6995,7,31.64,2.65,43.47,2.46,68.23,980.61,48.53,0.81,0.162,critico
OM-0367,Índico Oeste,-14.3408,47.4316,10,28.21,0.65,22.08,1.95,87.74,1002.14,66.74,0.901,0.309,moderado
OM-0368,Atlântico Norte,24.446,-28.5702,3,28.86,-0.49,20.55,1.6,63.9,1008.74,39.91,0.609,0.278,baixo
OM-0369,Pacífico Sul,-37.6575,-112.9681,10,23.65,0.87,26.63,1.9,64.78,1005.45,55.88,0.489,0.979,moderado
OM-0370,Pacífico Equatorial,-3.3249,-108.2969,10,29.79,-0.85,29.94,2.64,77.58,1011.77,93.19,0.756,0.436,baixo
OM-0371,Atlântico Sul,-27.4636,-50.004,5,26.02,1.84,26.82,4.08,58.56,992.3,58.93,0.436,0.548,critico
OM-0372,Pacífico Sul,-32.9141,-153.7272,9,24.67,1.17,30.82,2.71,44.23,1005.76,58.4,0.648,0.254,moderado
OM-0373,Costa Nordeste,-3.0669,-32.3725,1,29.74,0.66,17.16,2.71,75.6,993.08,37.91,0.8,0.507,moderado
OM-0374,Costa Nordeste,-3.6347,-38.479,5,33.21,0.17,37.22,2.55,97.61,1011.21,24.55,0.06,0.069,alto
OM-0375,Pacífico Equatorial,-1.6503,-133.9747,2,31.55,1.79,24.01,2.37,67.91,991.2,29.51,0.94,0.785,critico
OM-0376,Atlântico Sul,-16.544,-0.9402,1,26.76,1.18,15.97,3.36,75.97,1009.61,55.61,0.848,0.178,moderado
OM-0377,Costa Nordeste,1.4059,-35.4288,12,30.89,0.5,11.41,2.99,65.21,996.29,61.03,1.038,0.683,alto
OM-0378,Pacífico Sul,-11.9145,-112.5098,5,29.26,-0.77,20.66,1.56,77.55,1003.33,73.71,0.952,0.721,baixo
OM-0379,Pacífico Equatorial,-3.2207,-145.8361,4,31.62,0.24,33.3,3.65,78.83,1019.2,87.53,0.498,0.71,alto
OM-0380,Atlântico Norte,31.8264,-23.3658,1,25.54,0.29,36.36,2.39,74.4,1019.86,81.08,0.54,0.05,baixo
OM-0381,Índico Oeste,-10.6558,56.1565,12,27.81,-0.95,43.98,2.76,80.75,997.91,6.4,0.416,0.349,baixo
OM-0382,Índico Oeste,-23.3442,79.8806,11,28.21,1.2,35.31,3.39,77.5,991.37,64.2,1.046,0.498,alto
OM-0383,Pacífico Sul,-28.2969,-160.3909,12,24.08,0.89,24.17,2.23,81.58,1020.03,39.53,0.652,0.849,moderado
OM-0384,Pacífico Equatorial,-0.0032,-92.1028,8,30.61,0.57,15.33,3.23,70.28,1012.04,42.6,0.467,1.081,moderado
OM-0385,Atlântico Norte,14.4686,-35.2393,2,29.25,0.71,2.14,2.22,90.91,1014.22,70.72,1.066,0.765,moderado
OM-0386,Atlântico Sul,-20.8763,-43.9052,10,28.84,3.08,28.55,3.12,78.66,1009.36,87.63,0.608,0.502,critico
OM-0387,Pacífico Sul,-22.721,-157.6404,4,29.34,-0.6,24.2,2.51,62.7,1016.64,29.67,0.658,0.64,baixo
OM-0388,Atlântico Sul,-14.179,-13.9074,7,28.04,0.44,29.61,2.67,88.31,1013.62,77.32,0.582,0.736,baixo
OM-0389,Pacífico Sul,-36.1932,-157.1221,5,24.82,0.47,21.27,2.3,81.01,1017.46,88.43,0.683,0.612,baixo
OM-0390,Atlântico Sul,-18.8458,-42.5263,9,28.61,0.42,35.12,2.74,62.32,1008.71,57.91,0.978,0.695,moderado
OM-0391,Índico Oeste,-10.0746,46.3904,1,29.08,0.89,24.54,3.59,84.47,1000.25,66.93,0.986,0.487,alto
OM-0392,Atlântico Sul,-20.2988,-47.4558,4,28.91,-0.59,25.0,3.27,68.05,1023.33,48.26,0.961,0.574,baixo
OM-0393,Índico Oeste,1.741,42.9412,10,27.29,3.08,21.75,3.29,86.44,1013.42,29.83,0.366,0.653,critico
OM-0394,Pacífico Sul,-22.94,-144.7456,2,29.39,1.28,36.13,2.43,79.51,991.58,51.78,0.796,1.054,alto
OM-0395,Atlântico Sul,-21.7661,-21.085,4,27.28,-0.33,18.96,1.02,76.19,1017.83,14.36,0.396,0.382,baixo
OM-0396,Atlântico Norte,36.9476,-44.9337,1,26.31,0.85,36.59,3.14,58.27,1006.9,67.61,0.507,0.626,alto
OM-0397,Atlântico Sul,-16.1368,-28.5698,4,29.88,1.16,35.1,3.42,70.73,1017.62,83.13,0.422,0.893,alto
OM-0398,Costa Nordeste,0.4904,-38.9196,6,30.29,1.47,14.94,3.21,67.77,1005.35,61.68,0.358,0.361,alto
OM-0399,Costa Nordeste,-0.5477,-43.7856,6,31.56,0.3,13.36,0.85,83.31,1014.91,43.32,0.576,0.637,alto
OM-0400,Atlântico Sul,-18.7848,-4.7176,3,29.92,2.19,40.8,3.07,82.64,999.93,65.67,0.777,0.485,critico
OM-0401,Pacífico Sul,-27.3121,-165.0986,6,24.82,1.46,37.66,3.91,70.63,993.44,53.38,1.513,0.831,alto
